startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,sector_clean,sector_final,sector_confidence,reclassification_layer,original_sector
Housejoy,HealthTech,Diagnostics,Bengaluru,Nexus Venture Partners,Series A,3130000,27-06-2024,Healthtech,Healthtech,medium,regex,HealthTech
FreshSolutions,RealEstate,PropTech,Mumbai,Accel,Series A,7370000,09-10-2024,Proptech,Proptech,medium,regex,RealEstate
NeoTech,SaaS,DevTools,Chennai,Matrix Partners India,Bridge,121000,09-09-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
FarmFit,Mobility,EV,Noida,"Falcon Edge, Kedaara Capital",Series A,1349000,27-03-2023,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
AgriFit,Mobility,Ride Sharing,Mumbai,Sequoia Capital India,Series B,13365000,01-04-2020,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
SmartCare,Enterprise,Analytics,Delhi,"Nexus Venture Partners, Y Combinator",Series A,2177000,18-03-2021,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
Innovaccer,E-commerce,Grocery,Hyderabad,Kalaari Capital,Seed,149000,23-08-2023,Ecommerce/D2C,Healthtech,high,name_lookup,E-commerce
WorkFit,RealEstate,Home Services,Delhi,"Kedaara Capital, Tiger Global Management, Ventures India",Series A,1883000,24-05-2020,Proptech,Proptech,medium,regex,RealEstate
CloudLabs,AgriTech,Marketplace,Noida,SoftBank Vision Fund,Series A,1121000,09-05-2022,Agritech,Agritech,medium,regex,AgriTech
DriveEdge,AgriTech,Supply Chain,Mumbai,Prosus Ventures,Seed,53000,24-12-2022,Agritech,Agritech,medium,regex,AgriTech
Freshworks,E-commerce,D2C,Mumbai,Nexus Venture Partners,Pre-Series A,972000,14-11-2021,Ecommerce/D2C,SaaS/Enterprise,high,name_lookup,E-commerce
Zepto,Logistics,Last Mile,Mumbai,Y Combinator,Pre-Series A,268000,07-06-2025,Logistics,Ecommerce/D2C,high,name_lookup,Logistics
Zomato,Retail,E-Retail,Delhi,Omidyar Network,Series A,2831000,28-11-2024,Ecommerce/D2C,Foodtech,high,name_lookup,Retail
NeoLabs,SaaS,HRTech,Noida,Blume Ventures,Seed,613000,21-07-2020,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
UrbanDrive,Retail,Fashion,Noida,"Mirae Asset, Nexus Venture Partners",Series A,1806000,11-12-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
MediSpace,Media,Social,Delhi,"LCatterton, Matrix Partners India, Ribbit Capital",Seed,1663000,08-03-2023,Other,Ecommerce/D2C,low,investor,Media
Nykaa,Media,Social,Ahmedabad,Info Edge,Pre-Series A,611000,26-07-2022,Other,Ecommerce/D2C,high,name_lookup,Media
AgriFit,Mobility,EV,Hyderabad,"Elevation Capital, IFC, Zodius Capital",Bridge,70000,02-12-2022,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
Unacademy,Logistics,Supply Chain,Pune,Tiger Global,Series D,130783000,23-07-2023,Logistics,Edtech,high,name_lookup,Logistics
MediWorks,HealthTech,Telemedicine,Mumbai,"Sequoia Capital India, Zodius Capital",Series B,57218000,08-02-2023,Healthtech,Healthtech,medium,regex,HealthTech
Innovaccer,RealEstate,Rental Tech,Delhi,"Kedaara Capital, LCatterton, Tiger Global Management",Series A,12915000,20-11-2022,Proptech,Healthtech,high,name_lookup,RealEstate
CoreConnect_1085,EdTech,Test Prep,Chennai,Matrix Partners India,Series B,18272000,15-03-2024,Edtech,Edtech,medium,regex,EdTech
Razorpay,AgriTech,Smart Farming,Delhi,"Blume Ventures, LCatterton",Series B,27390000,11-12-2024,Agritech,Fintech,high,name_lookup,AgriTech
Mobikwik,Enterprise,Analytics,Noida,"Blume Ventures, Mirae Asset",Pre-Series A,147000,14-04-2020,SaaS/Enterprise,Fintech,high,name_lookup,Enterprise
FreshToHome,SaaS,DevTools,Noida,Elevation Capital,Series D,489935000,22-10-2024,SaaS/Enterprise,Foodtech,high,name_lookup,SaaS
AgriHive,EdTech,Test Prep,Ahmedabad,Peak XV,Pre-Series A,170000,05-03-2025,Edtech,Edtech,medium,regex,EdTech
GrowthConnect,AgriTech,Smart Farming,Bengaluru,"SoftBank Vision Fund, Y Combinator",Pre-Series A,876000,14-06-2023,Agritech,Agritech,medium,regex,AgriTech
MediHive,Media,Social,Chennai,"Accel, Mirae Asset",Pre-Series A,446000,26-07-2020,Other,Other,low,fallback,Media
HyperLoop,Consumer Electronics,Audio,Delhi,Mirae Asset,Series C,103701000,27-05-2021,Other,Other,low,fallback,Consumer Electronics
NimbusWorks,FoodTech,Cloud Kitchen,Noida,"Info Edge, Prosus Ventures",Series C,80168000,10-08-2020,Foodtech,Foodtech,medium,regex,FoodTech
FinSense,FoodTech,Cloud Kitchen,Pune,Accel,Private Equity,170086000,23-12-2023,Foodtech,Foodtech,medium,regex,FoodTech
HealthAnalytics_1095,FoodTech,Food Delivery,Pune,"Lightspeed India, Mirae Asset, Prosus Ventures",Angel,8000,24-11-2020,Foodtech,Foodtech,medium,regex,FoodTech
NextStack,Consumer Electronics,Smart Home,Kolkata,SoftBank Vision Fund,Series C,36336000,02-01-2024,Other,Other,low,fallback,Consumer Electronics
FoodFit,Media,Content,Delhi,Nexus Venture Partners,Seed,99000,08-08-2020,Other,Other,low,fallback,Media
FoodSolutions,Retail,Fashion,Gurugram,Info Edge,Seed,887000,26-08-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
MediSpace,Logistics,Supply Chain,Kolkata,Ribbit Capital,Seed,182000,28-05-2022,Logistics,Logistics,medium,regex,Logistics
