startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,deal_year,deal_month,sector_clean,round_clean,city_clean
NeoLabs,SaaS,HRTech,Noida,Blume Ventures,Seed,613000,2020-07-21,2020,7,SaaS/Enterprise,Seed/Angel,Delhi/NCR
UrbanDrive,Retail,Fashion,Noida,"Mirae Asset, Nexus Venture Partners",Series A,1806000,2024-12-11,2024,12,Ecommerce/D2C,Series A,Delhi/NCR
MediSpace,Media,Social,Delhi,"LCatterton, Matrix Partners India, Ribbit Capital",Seed,1663000,2023-03-08,2023,3,Other,Seed/Angel,Delhi/NCR
Nykaa,Media,Social,Ahmedabad,Info Edge,Pre-Series A,611000,2022-07-26,2022,7,Other,Seed/Angel,Ahmedabad
AgriFit,Mobility,EV,Hyderabad,"Elevation Capital, IFC, Zodius Capital",Bridge,70000,2022-12-02,2022,12,EV/Cleantech,Undisclosed,Hyderabad
Unacademy,Logistics,Supply Chain,Pune,Tiger Global,Series D,130783000,2023-07-23,2023,7,Logistics,Late Stage,Pune
MediWorks,HealthTech,Telemedicine,Mumbai,"Sequoia Capital India, Zodius Capital",Series B,57218000,2023-02-08,2023,2,Healthtech,Series B,Mumbai
Innovaccer,RealEstate,Rental Tech,Delhi,"Kedaara Capital, LCatterton, Tiger Global Management",Series A,12915000,2022-11-20,2022,11,Proptech,Series A,Delhi/NCR
CoreConnect_1085,EdTech,Test Prep,Chennai,Matrix Partners India,Series B,18272000,2024-03-15,2024,3,Edtech,Series B,Chennai
Razorpay,AgriTech,Smart Farming,Delhi,"Blume Ventures, LCatterton",Series B,27390000,2024-12-11,2024,12,Agritech,Series B,Delhi/NCR
Mobikwik,Enterprise,Analytics,Noida,"Blume Ventures, Mirae Asset",Pre-Series A,147000,2020-04-14,2020,4,SaaS/Enterprise,Seed/Angel,Delhi/NCR
FreshToHome,SaaS,DevTools,Noida,Elevation Capital,Series D,489935000,2024-10-22,2024,10,SaaS/Enterprise,Late Stage,Delhi/NCR
AgriHive,EdTech,Test Prep,Ahmedabad,Peak XV,Pre-Series A,170000,2025-03-05,2025,3,Edtech,Seed/Angel,Ahmedabad
GrowthConnect,AgriTech,Smart Farming,Bengaluru,"SoftBank Vision Fund, Y Combinator",Pre-Series A,876000,2023-06-14,2023,6,Agritech,Seed/Angel,Bengaluru
MediHive,Media,Social,Chennai,"Accel, Mirae Asset",Pre-Series A,446000,2020-07-26,2020,7,Other,Seed/Angel,Chennai
HyperLoop,Consumer Electronics,Audio,Delhi,Mirae Asset,Series C,103701000,2021-05-27,2021,5,Other,Series C,Delhi/NCR
NimbusWorks,FoodTech,Cloud Kitchen,Noida,"Info Edge, Prosus Ventures",Series C,80168000,2020-08-10,2020,8,Foodtech,Series C,Delhi/NCR
FinSense,FoodTech,Cloud Kitchen,Pune,Accel,Private Equity,170086000,2023-12-23,2023,12,Foodtech,Late Stage,Pune
HealthAnalytics_1095,FoodTech,Food Delivery,Pune,"Lightspeed India, Mirae Asset, Prosus Ventures",Angel,8000,2020-11-24,2020,11,Foodtech,Seed/Angel,Pune
NextStack,Consumer Electronics,Smart Home,Kolkata,SoftBank Vision Fund,Series C,36336000,2024-01-02,2024,1,Other,Series C,Kolkata
FoodFit,Media,Content,Delhi,Nexus Venture Partners,Seed,99000,2020-08-08,2020,8,Other,Seed/Angel,Delhi/NCR
FoodSolutions,Retail,Fashion,Gurugram,Info Edge,Seed,887000,2024-08-26,2024,8,Ecommerce/D2C,Seed/Angel,Delhi/NCR
MediSpace,Logistics,Supply Chain,Kolkata,Ribbit Capital,Seed,182000,2022-05-28,2022,5,Logistics,Seed/Angel,Kolkata
